0.37032345	0.91660786	-0.7745528	-2.3825439E-4	-3.8299437E-22	-0.26317653	-0.53955096	0.86416817	0.62860525	0.9287741
0.33809167	-0.72237957	-0.84311277	0.13306159	-1.068271E-17	1.0198039	-0.65795803	-0.08202131	-0.48986968	-0.40741792
0.69169575	1.0168552	0.4093745	-0.31304657	-0.111114	-3.6084415E-24	-0.70620054	-0.19895433	0.522776	2.0227188E-4
0.64288014	0.29774043	-0.87638986	-4.1600417E-14	-0.6975451	-0.9618404	-0.9060762	0.07296024	0.48169076	0.004133882
-1.6332069E-10	-0.538049	-1.0203832	2.5406104E-25	-3.5014355E-25	-2.5214797E-16	-1.6730793E-25	-0.044825092	-0.11777467	0.4932198
-0.60978156	-1.0824703E-8	-9.988826E-25	-9.480112E-7	-0.4800841	-0.21583644	0.7576051	-0.78693366	-0.3850063	-0.33809754
0.6536105	-0.3721515	0.58877605	0.35365048	-0.043342285	0.5024918	0.8390421	0.09728252	-0.16167048	-1.3605622E-6
-0.6133352	5.923628E-7	0.28038275	0.0014191528	1.10762614E-16	-0.589317	-0.4578685	-0.40225348	-8.3387706E-5	-0.21259819
0.018909048	-0.77412176	0.014597896	-0.0033667518	-0.7022133	0.6896574	-0.28007695	0.9682731	-4.9806604E-6	0.016394954
0.59461516	0.0068581384	-6.1494416E-22	1.7652885E-23	-0.825438	0.0013090909	-0.78763616	0.3158618	0.62460697	0.021860637
-0.39261633	0.68229204	2.1957753E-4	-0.3264265	0.0032077148	-0.935022	0.7673388	-0.43226308	0.92146456	-0.055669665
-0.040356033	-1.2329178E-13	-0.4920752	0.2468951	0.09125632	-0.25819197	0.19892767	0.7252421	-0.6719406	-8.6570436E-16
-0.1620172	-0.80167377	0.78875685	-0.016332125	0.823115	0.0032499814	-0.11551129	-0.37180448	3.9864008E-13	0.5037366
-0.851617	-0.097948186	0.001429009	1.0064464	-0.5742259	-0.72130513	-0.09121099	0.012719359	0.40965337	0.0015140949
