98	4	41
58	16	68
8	24	56
28	25	30
72	5	11
44	6	11
40	10	85
29	6	64
60	6	11
82	23	74
13	7	16
38	10	89
60	19	98
104	22	91
87	19	64
67	25	79
2	16	36
89	19	86
13	20	48
90	16	63
15	2	12
23	7	103
84	1	82
30	10	39
52	9	93
44	9	16
61	6	51
4	22	39
91	20	62
77	19	64
18	25	43
52	19	64
82	9	14
13	9	104
26	17	57
45	13	100
60	7	83
22	5	83
79	10	103
28	15	44
104	10	100
93	4	26
11	5	58
43	2	69
52	6	84
43	23	83
94	13	34
98	7	88
77	7	22
6	14	51
58	20	1
43	4	35
92	19	16
47	2	84
68	2	88
43	24	102
6	6	34
101	4	61
24	15	49
29	10	46
54	16	79
60	23	40
34	22	12
103	2	2
52	19	104
36	10	96
6	2	23
22	25	7
19	10	46
70	2	15
102	23	11
98	11	37
5	1	50
103	5	96
51	24	81
88	9	48
44	7	52
45	15	66
64	22	65
32	13	38
15	23	11
93	1	101
93	14	27
80	6	20
34	10	9
49	20	13
25	9	24
84	10	39
6	14	99
43	16	45
96	13	99
62	16	50
31	6	13
19	10	4
26	17	7
40	16	79
45	13	20
20	16	37
77	12	31
68	20	1
77	13	38
64	5	15
29	9	31
24	24	73
101	15	50
56	9	92
97	17	18
60	23	90
77	2	71
99	6	51
16	20	89
51	5	22
20	25	7
57	5	11
62	24	90
102	7	101
92	6	67
73	2	86
5	9	55
4	2	11
9	4	1
66	20	91
79	15	23
62	7	96
68	11	42
103	10	20
37	9	92
63	14	27
52	19	66
93	13	51
5	17	39
93	6	39
21	19	45
11	14	61
94	2	2
14	22	66
19	19	8
80	9	99
9	16	62
12	1	16
32	15	69
59	19	15
52	23	91
83	14	95
5	25	29
37	10	71
75	24	83
92	13	80
55	19	42
24	13	86
57	5	81
81	19	54
46	3	7
93	19	48
3	23	80
80	20	49
27	2	72
71	9	82
1	15	68
46	7	68
32	6	1
101	19	16
41	13	19
24	6	60
71	2	32
12	22	11
28	6	41
5	25	104
59	5	89
91	19	2
66	10	80
52	19	101
45	19	10
74	4	95
55	13	79
62	1	63
98	9	53
61	6	53
75	6	53
57	19	103
98	23	13
16	4	29
58	13	97
22	5	58
88	7	23
64	24	96
74	17	15
93	15	96
14	2	58
15	10	57
37	24	85
83	13	17
3	4	24
83	7	31
97	4	48
101	23	52
84	4	104
48	15	82
34	19	98
18	6	38
43	6	86
30	1	70
9	10	100
8	7	34
28	19	39
72	24	6
29	9	24
75	19	94
47	25	18
84	22	52
82	4	79
76	5	73
46	14	53
11	13	67
57	6	52
65	2	2
92	16	42
78	13	88
22	13	27
86	9	5
92	16	29
90	23	11
17	4	31
72	19	104
15	19	82
104	19	68
15	2	48
84	1	37
15	13	58
45	12	79
17	19	60
80	13	86
76	19	97
22	19	98
96	13	52
71	20	25
102	22	96
95	13	66
32	2	92
3	13	7
56	13	27
44	17	95
75	2	71
95	4	98
14	10	81
36	16	16
5	22	54
61	22	57
72	5	28
61	9	24
54	9	55
4	22	90
47	19	26
103	20	45
18	6	63
81	6	41
13	6	76
2	12	82
18	6	17
83	2	91
89	25	48
85	4	50
86	13	11
5	9	53
64	16	62
33	23	12
4	24	66
29	6	92
27	10	80
39	6	15
76	14	1
96	13	57
58	20	57
3	7	43
2	10	39
43	5	33
50	6	94
86	24	96
39	6	38
23	13	21
3	23	12
78	1	61
76	22	12
16	13	97
84	24	80
1	15	16
89	13	40
59	19	3
21	19	94
50	6	64
93	13	75
89	15	51
56	7	26
94	20	45
1	14	11
76	14	77
47	23	7
50	1	63
92	19	69
23	9	68
100	10	43
26	1	34
39	13	10
25	10	80
102	2	84
6	6	41
92	13	37
46	2	97
67	24	4
98	12	86
49	4	23
20	10	66
33	9	99
38	19	34
92	16	101
98	7	94
35	14	11
73	10	20
75	6	72
43	7	3
92	25	3
26	20	8
81	13	92
46	6	28
59	13	47
38	4	37
85	4	42
27	20	104
1	14	20
47	13	82
2	24	12
27	17	51
20	14	21
93	13	52
11	13	103
75	13	63
91	10	100
8	15	85
11	14	16
5	4	41
90	7	14
74	23	56
5	4	34
81	13	29
50	13	100
30	4	101
26	16	36
66	5	96
12	16	44
22	13	43
28	13	45
48	20	13
103	4	61
55	9	98
66	20	27
5	2	46
21	10	33
101	22	91
76	1	84
5	1	14
23	13	57
66	13	34
75	6	52
81	19	15
67	9	60
39	10	89
26	13	33
52	19	94
84	4	19
45	19	73
37	7	87
8	2	104
40	9	75
57	15	58
61	13	17
80	5	72
15	13	8
10	1	34
98	23	80
71	19	85
18	19	44
99	11	62
47	13	56
93	15	98
93	17	15
18	7	104
54	6	33
13	13	92
70	22	13
47	24	4
85	4	45
2	16	30
58	24	56
50	20	29
32	15	2
42	13	100
90	19	49
64	7	23
12	25	7
70	22	80
77	13	90
98	23	81
1	19	62
54	6	38
100	13	9
23	9	75
25	22	88
45	13	95
55	16	77
47	23	52
43	24	40
100	10	27
60	17	28
94	10	11
6	15	49
85	17	7
12	13	94
50	2	51
21	19	25
40	9	61
14	24	15
83	16	77
47	22	65
36	16	21
52	24	100
99	14	56
97	25	91
76	16	48
75	13	33
71	5	17
63	14	64
3	16	5
73	16	30
43	13	49
85	4	62
18	10	57
13	5	32
28	25	85
59	10	73
68	10	96
17	10	72
91	5	96
69	1	49
12	19	4
69	3	56
60	22	80
4	9	75
82	9	42
103	25	39
95	16	34
73	7	82
26	23	88
17	5	103
68	24	56
39	25	62
93	6	63
53	23	71
69	9	38
23	23	13
18	9	30
83	6	89
77	19	14
76	22	59
51	20	55
69	1	44
41	13	43
65	7	3
29	25	23
3	10	73
53	6	68
74	17	33
88	20	71
12	13	92
103	1	63
68	10	39
34	23	4
73	16	69
54	1	45
63	3	66
18	13	69
19	10	12
73	22	51
103	9	60
100	19	4
17	5	71
8	20	89
38	24	65
13	13	67
42	10	80
29	25	98
47	23	72
30	20	55
95	14	83
24	19	4
103	10	11
73	1	44
56	23	90
92	19	2
81	14	77
32	19	94
53	16	36
81	22	28
59	22	46
35	20	58
100	15	20
21	6	83
95	12	26
72	6	52
82	22	17
97	9	53
98	25	9
13	19	38
104	14	5
95	10	51
86	6	62
92	19	8
17	17	74
70	19	5
62	22	66
33	16	97
95	16	48
44	19	33
8	16	10
66	7	23
98	13	21
26	23	103
63	9	75
57	5	71
19	23	87
71	20	43
95	10	8
18	17	98
70	6	24
35	6	72
3	20	54
2	16	16
46	7	99
101	10	96
25	2	51
70	13	103
91	7	63
75	13	17
65	16	92
91	13	11
31	12	55
48	6	56
103	6	88
78	19	23
29	19	58
62	22	94
57	25	56
34	14	61
79	19	12
104	14	33
63	19	82
99	13	3
95	9	69
38	22	39
102	6	54
98	22	33
35	19	64
38	24	64
1	10	59
30	19	27
93	11	24
1	6	72
71	6	45
81	19	90
7	6	56
15	25	27
21	6	10
18	25	27
19	6	67
33	13	21
18	19	59
4	9	35
20	9	50
82	4	23
30	14	76
8	20	7
72	5	80
39	13	53
84	1	95
19	2	7
65	7	98
87	2	29
45	6	65
37	7	73
64	24	4
43	23	52
101	19	53
80	6	70
15	5	71
91	13	80
53	20	72
65	22	66
4	16	3
57	14	31
94	2	73
79	19	44
27	14	63
17	24	9
22	17	28
43	10	20
103	4	77
43	24	54
28	13	42
77	7	13
44	6	70
54	9	53
78	6	34
26	4	42
36	4	104
49	9	29
9	22	94
75	20	73
17	23	100
103	1	5
34	20	6
22	19	97
37	13	47
34	9	45
16	1	70
103	16	86
81	1	21
46	15	60
63	6	38
79	2	46
12	13	64
100	2	90
38	1	25
8	4	29
40	10	7
30	11	50
34	22	76
8	16	99
68	20	32
96	7	25
67	10	13
94	1	79
76	14	35
5	10	87
25	9	98
15	19	60
13	9	45
18	9	77
28	25	16
15	13	73
40	22	18
92	14	18
72	19	103
18	7	86
26	14	100
85	17	32
47	2	30
29	2	7
32	15	30
35	13	5
26	20	30
6	10	47
41	13	62
98	4	78
63	13	84
34	4	63
63	12	19
13	7	30
85	1	41
94	13	20
79	13	53
96	6	90
26	23	43
43	2	58
65	24	96
55	19	14
23	4	34
3	20	93
46	2	54
37	19	97
81	25	85
54	13	51
90	19	89
83	13	39
78	9	16
85	23	91
15	6	38
58	2	66
23	4	24
5	9	30
76	10	91
76	7	53
64	2	68
65	24	40
44	6	76
24	19	23
91	25	23
25	22	47
24	22	28
38	10	7
104	13	80
95	9	86
41	11	63
58	5	22
10	14	11
33	22	17
95	23	40
99	10	4
66	1	79
59	5	7
42	4	35
56	1	84
64	23	89
10	12	82
46	10	43
71	9	49
58	2	14
66	2	99
1	19	94
12	7	84
22	25	61
65	13	56
78	7	52
95	2	96
44	4	79
23	9	10
71	7	93
33	9	84
7	20	58
18	19	78
49	23	74
90	19	22
84	9	93
96	19	60
82	9	29
50	4	1
30	20	72
83	15	73
100	6	59
61	6	73
74	19	60
74	9	69
69	22	51
103	6	43
21	2	27
7	17	26
16	9	79
54	19	20
102	16	63
99	6	36
52	19	25
94	1	63
64	16	42
29	15	103
58	9	38
99	1	24
3	23	100
6	13	65
63	6	90
51	15	85
49	23	54
93	17	38
73	2	14
61	19	9
42	23	83
87	20	68
51	6	36
60	25	32
10	13	33
63	10	57
68	1	82
6	7	53
42	6	94
55	19	50
88	4	35
95	20	46
11	16	78
70	19	4
43	6	103
102	13	8
13	5	51
41	19	40
77	10	80
53	9	79
24	19	17
40	10	57
77	12	48
47	25	39
6	9	21
40	19	34
81	17	82
82	16	37
16	2	94
28	10	43
26	23	65
29	19	69
84	6	99
86	2	8
11	13	43
90	24	43
39	22	74
32	7	48
59	13	25
31	13	65
45	9	63
58	6	8
66	23	32
89	25	37
21	13	97
39	19	81
64	2	30
65	9	79
34	20	46
101	15	43
87	20	73
104	23	87
30	19	104
16	9	93
6	9	84
90	13	36
88	10	81
46	13	65
90	4	78
88	10	22
42	11	99
65	16	45
85	16	84
71	13	24
9	16	86
18	9	99
66	20	71
57	13	96
49	24	85
73	22	8
50	1	38
30	14	6
84	1	70
25	10	76
51	13	33
73	14	6
8	2	94
64	4	55
100	19	98
63	12	104
39	9	21
53	16	16
18	10	83
60	25	72
68	11	67
8	10	54
18	6	79
41	1	61
14	22	103
31	19	33
67	2	58
3	17	39
76	20	100
19	4	77
39	19	60
86	6	92
31	20	22
55	19	43
88	23	57
101	10	4
5	10	83
102	19	56
80	6	76
33	14	104
1	22	83
100	5	57
89	19	45
61	14	80
42	4	75
26	10	15
90	7	62
97	13	26
73	25	31
38	9	21
11	2	79
78	13	19
88	4	75
44	6	24
87	5	59
45	25	23
61	2	28
12	25	83
90	4	44
29	16	42
59	10	51
65	2	55
51	10	90
12	1	53
91	2	77
16	10	15
11	5	83
98	12	62
95	10	88
80	9	29
7	6	87
20	19	3
46	2	40
63	13	69
32	17	26
67	11	36
12	22	100
47	16	92
67	10	12
21	19	101
89	19	64
33	17	39
40	6	33
36	1	95
74	10	83
21	13	17
103	20	29
32	19	104
36	22	83
81	19	3
18	17	23
33	4	60
51	2	67
36	14	31
9	23	72
56	22	76
5	25	92
7	2	9
36	19	50
103	2	84
8	13	98
78	9	45
101	6	86
84	2	47
58	20	75
40	19	49
79	10	52
56	17	24
34	16	48
84	20	87
8	1	48
37	13	42
88	13	82
101	19	99
77	19	50
91	19	58
3	7	65
15	1	42
20	25	83
30	14	22
75	13	18
14	11	16
92	23	52
55	13	15
65	9	31
22	2	93
81	6	60
17	25	43
22	10	9
43	23	57
70	13	67
96	10	85
89	15	36
4	23	59
102	6	40
68	13	74
95	22	20
74	21	52
21	13	74
70	13	43
96	22	74
6	15	78
5	9	61
77	13	54
44	6	37
71	7	63
1	19	86
28	14	26
26	4	29
104	10	102
63	12	92
38	1	86
15	6	102
39	25	64
52	19	92
25	24	17
86	11	69
5	24	47
62	4	1
93	1	19
101	19	85
48	22	22
85	14	31
49	9	62
48	11	3
35	10	96
44	13	19
100	2	79
59	6	34
38	6	33
71	13	81
92	9	78
49	10	64
86	9	97
42	9	70
60	22	13
67	11	16
93	7	71
56	1	30
99	10	18
81	7	26
86	23	87
9	19	68
101	23	72
32	13	15
20	6	49
60	13	25
76	25	87
84	13	5
89	25	22
70	9	104
70	6	22
60	6	56
81	22	80
42	10	22
104	4	35
68	10	102
19	14	79
46	9	1
93	1	45
44	13	67
58	20	87
14	10	76
14	23	72
61	13	102
92	24	15
52	19	88
94	6	62
12	17	82
17	14	45
78	19	15
4	9	2
94	16	86
2	13	18
61	6	69
43	9	48
100	2	93
34	12	84
103	23	32
90	10	52
12	25	87
50	13	12
11	9	29
35	6	89
6	10	88
30	2	94
28	17	34
41	22	12
38	1	45
36	10	22
81	13	62
56	17	13
30	23	91
78	23	39
56	13	50
2	11	42
13	23	74
42	11	30
80	13	42
91	25	98
67	13	31
85	25	12
42	11	68
86	4	75
57	19	88
34	9	92
62	11	69
30	10	40
8	22	52
76	19	23
50	10	56
44	25	21
71	19	58
12	2	102
71	19	84
15	23	81
81	13	19
103	5	54
21	20	8
60	13	43
104	11	30
81	22	46
3	1	67
65	24	4
86	6	88
9	10	46
18	9	75
99	11	14
31	19	23
97	23	6
35	9	3
25	2	8
54	10	7
88	16	50
18	16	93
104	6	50
78	25	85
70	22	81
41	19	17
9	13	80
55	14	76
13	5	58
40	22	39
80	13	103
19	7	102
67	10	20
4	9	99
41	13	103
29	25	33
78	19	5
52	22	32
104	13	81
88	6	62
56	4	97
7	19	14
97	4	34
23	9	99
13	5	89
33	22	40
95	17	81
26	16	84
53	14	11
67	24	33
48	15	49
17	23	80
45	2	7
35	19	65
67	19	85
5	22	102
67	9	5
104	7	18
88	4	36
32	5	56
39	25	50
88	4	55
7	6	89
1	14	37
90	7	50
90	13	53
21	12	31
98	2	6
28	25	58
6	13	104
6	9	35
60	13	19
6	6	28
99	23	71
42	20	29
55	25	12
95	17	70
85	13	93
37	25	52
40	23	11
23	7	66
36	19	27
66	13	6
63	13	30
51	2	25
52	19	103
54	2	100
86	10	28
40	1	14
46	17	41
65	7	63
37	12	1
15	10	52
73	24	59
30	10	54
57	15	53
1	2	91
23	25	29
1	2	71
39	13	36
44	6	20
76	16	41
27	23	8
75	11	19
77	13	79
15	23	28
82	12	99
86	11	30
7	13	38
34	9	19
13	19	33
19	10	22
82	24	85
100	10	66
54	1	14
39	19	20
21	6	85
13	17	95
91	6	104
30	1	49
18	13	53
33	13	1
66	20	92
49	14	58
41	13	14
20	16	48
65	2	16
71	19	53
43	20	71
54	9	75
22	25	89
87	6	57
35	15	68
71	10	74
74	19	81
41	13	27
24	7	72
18	17	33
13	1	35
83	13	79
17	22	4
99	4	19
2	20	89
92	2	83
65	20	19
27	4	16
57	13	5
5	23	6
66	1	97
28	25	69
25	11	30
25	6	67
83	6	36
86	23	32
23	9	36
23	12	67
31	20	70
74	7	104
77	14	60
41	14	58
8	15	26
24	1	55
15	22	4
29	13	48
85	13	18
92	13	48
26	17	52
77	13	17
75	7	28
33	7	14
22	19	23
29	22	81
72	22	87
7	25	20
93	19	20
54	5	103
6	15	81
90	24	64
24	16	31
13	13	29
86	24	39
10	7	59
23	22	17
95	9	53
61	24	46
92	24	39
11	5	87
82	10	43
62	11	68
48	11	98
21	13	79
14	12	23
76	20	31
17	16	38
12	2	54
29	22	91
51	20	21
24	10	71
3	23	46
97	10	7
21	1	82
50	6	67
98	4	70
95	13	103
13	5	57
70	19	98
7	25	22
97	25	9
43	4	21
5	25	101
16	10	39
57	19	65
21	6	36
60	6	41
2	15	85
56	4	79
44	22	59
33	17	74
83	19	25
57	19	86
82	23	90
21	14	22
90	17	74
52	22	87
30	6	73
4	25	27
91	19	99
21	22	32
29	25	5
50	4	55
43	9	70
13	19	97
32	2	91
79	19	11
17	19	49
18	25	19
22	13	19
88	2	30
45	19	36
97	6	23
86	6	19
63	13	16
42	19	85
2	14	60
38	13	16
9	19	99
26	6	85
48	9	86
60	14	26
89	13	93
93	15	33
60	13	67
91	10	22
74	19	24
47	2	51
7	7	31
15	23	13
27	2	7
71	2	21
19	7	90
86	6	66
15	22	96
78	1	35
74	25	88
98	13	32
66	25	90
2	2	94
62	4	77
31	7	57
57	15	73
53	1	44
43	2	30
73	24	80
16	24	80
34	6	56
35	2	9
35	24	100
80	13	25
82	17	44
46	13	86
96	16	79
39	19	48
33	13	83
3	13	57
35	19	67
93	10	72
72	2	71
72	13	5
69	11	19
49	23	15
96	6	54
82	25	72
19	19	16
60	14	51
69	13	74
22	9	29
12	13	14
47	2	99
15	17	74
58	2	94
85	16	68
26	25	28
84	20	55
18	6	15
27	2	83
55	10	13
48	12	1
73	16	68
37	6	95
76	10	64
32	7	24
88	4	77
16	10	96
49	1	69
82	25	55
64	16	101
92	10	4
54	10	52
62	10	11
89	5	11
37	4	79
94	2	30
84	1	41
88	1	38
4	1	67
32	22	7
26	1	41
46	17	82
47	10	22
69	20	32
77	22	7
58	23	71
32	2	29
14	12	98
53	4	45
10	12	78
19	13	82
11	16	37
80	6	34
71	20	66
30	14	60
40	4	31
51	2	50
27	14	79
16	16	68
62	16	14
80	6	59
51	1	44
71	13	48
13	7	84
55	17	26
78	11	93
49	25	83
70	22	46
6	19	5
64	10	12
67	11	30
96	1	101
83	19	67
100	17	49
49	4	38
40	6	17
44	22	13
42	13	46
22	9	86
45	13	41
19	19	2
57	25	20
65	10	46
52	17	26
34	12	16
69	6	8
71	25	5
51	2	42
100	13	91
22	25	87
57	13	15
35	2	71
31	7	7
19	19	85
7	6	75
75	12	60
89	19	103
4	22	54
53	22	7
84	9	63
56	9	45
82	10	66
28	17	56
67	16	101
5	4	48
70	25	7
9	5	18
42	6	47
44	9	53
87	19	14
71	25	23
85	10	90
71	10	11
100	3	83
57	25	82
62	11	2
48	7	7
2	4	101
21	20	51
28	12	71
71	13	12
103	13	28
18	17	5
91	1	93
66	25	18
45	10	54
67	16	62
49	23	17
54	22	18
22	25	1
9	19	2
89	6	72
9	23	57
21	19	42
95	14	55
40	2	44
81	16	31
99	14	37
12	5	52
86	23	57
3	13	21
26	4	25
92	6	9
5	25	91
34	9	25
82	17	11
52	16	1
36	14	11
99	10	17
82	17	24
44	9	104
24	22	13
87	16	35
59	19	5
82	23	4
95	25	89
80	6	41
104	6	29
85	25	20
71	6	19
22	25	35
65	20	27
1	19	42
94	24	40
21	20	2
38	13	73
42	11	69
98	7	47
42	24	40
25	24	40
43	2	77
75	22	7
14	25	39
5	14	45
29	19	16
104	13	95
97	9	99
22	5	51
78	6	11
87	13	79
62	13	49
54	10	89
104	7	4
80	6	11
7	2	29
38	24	47
73	15	26
25	9	41
90	10	57
34	4	93
49	1	36
55	15	16
83	15	8
91	5	74
22	25	52
103	9	70
15	2	24
31	22	100
24	24	51
34	14	55
59	10	27
15	16	79
67	12	38
35	11	19
36	16	61
31	20	44
82	23	96
44	19	97
84	23	9
82	17	46
76	10	103
54	17	93
41	24	8
51	20	87
87	13	40
66	13	46
96	6	38
50	14	74
26	4	50
11	16	34
21	19	47
64	13	49
19	6	14
100	15	80
85	17	52
2	10	17
55	10	33
74	10	72
39	19	13
64	16	29
58	20	32
50	20	101
96	19	20
103	13	6
58	2	104
67	4	35
28	14	61
60	19	5
