30892	8	24185
13292	10	12562
24450	17	13098
22804	7	35167
33723	7	6730
29696	6	18460
13715	8	32710
4105	7	5941
32935	8	34129
34354	7	33466
13500	8	36603
15988	10	17009
35367	8	31089
28246	8	22231
33916	10	31402
35542	8	29857
7356	8	18310
4506	8	26316
30299	10	6709
3495	7	40163
34551	10	6115
18436	5	14403
7167	8	29710
23422	10	1344
19195	8	10854
5682	10	11058
21616	10	24070
39712	14	40165
1655	8	22642
29502	8	8006
27375	14	22520
25734	7	13663
5896	8	17363
34355	16	26125
830	10	29089
3113	10	15763
18437	7	18296
7357	7	18864
34552	7	19205
32336	7	23990
17636	8	29589
18438	8	1196
24661	10	34359
10362	10	24670
24050	8	20284
11002	10	29925
20602	7	33937
38215	7	26590
40341	8	15473
10780	8	28362
16806	17	16302
9387	11	19652
15761	8	10907
27173	10	4711
17637	8	38391
31952	8	36525
32337	14	10539
36808	7	27141
24662	7	1924
39930	10	21809
19196	8	16779
6518	12	23186
26335	17	4163
37404	12	8370
34553	8	20577
38216	8	21714
30893	17	8145
13501	7	3660
9767	8	24384
40146	8	29468
40766	17	12564
20211	11	31580
20212	10	25955
33724	15	26993
35543	7	21826
39713	14	36791
1465	8	2549
26535	10	40171
15989	10	24
28455	8	4305
5897	2	24728
27603	10	33530
25952	10	20142
31759	8	34640
18999	10	20025
1466	7	32993
23051	10	19436
9593	7	4128
36183	17	33351
13089	7	24261
13893	8	27225
24876	17	22440
8129	8	572
28456	7	24246
10173	8	12189
7947	10	3904
37405	7	40481
16393	8	24305
11003	8	7245
39308	8	37154
31322	4	30932
27604	10	8340
37406	12	25777
16394	7	16053
9150	7	34594
27605	2	5325
189	7	9630
21043	16	39157
27376	7	40561
14122	10	20421
12077	6	19621
14530	7	26536
34356	10	27187
39309	12	2639
18029	10	2094
21044	8	18933
7358	15	3118
8130	8	16220
7753	17	18372
28457	10	36355
36988	13	13879
1026	8	23055
10363	5	8346
25735	2	15162
5898	10	20611
4507	7	31107
7359	7	13857
4319	7	35111
33517	10	10635
30894	7	6172
17826	11	12532
628	8	20013
34129	10	32935
2917	10	32993
37789	7	12222
11626	10	28781
28653	11	33366
9388	7	34214
38679	10	437
40147	8	32098
5683	7	4592
15990	8	30911
22582	7	8187
14531	17	8137
33725	7	3609
39931	8	35816
29278	10	22688
29503	7	10191
14737	15	8527
20603	17	33785
37980	7	16279
12283	8	35682
190	7	19533
8957	10	21800
23052	7	2866
38680	14	9032
8336	8	39328
40767	10	17200
9151	7	35662
14323	11	5543
12499	8	16711
39932	7	29170
4914	17	22826
19620	10	11647
31760	8	19419
14123	8	20224
7948	10	14994
12705	2	36279
12284	7	38584
13715	8	26268
4915	10	4591
15537	17	3358
9985	17	28616
22179	5	14373
4703	8	720
9768	7	38990
6113	10	6572
2085	10	34374
35159	7	9655
30895	17	34421
33917	7	4783
24877	15	27621
29697	10	27420
8131	7	2330
14324	17	9001
377	8	37650
29900	17	19219
34975	8	22146
38895	8	23194
16195	10	11884
40148	8	33091
12706	11	38502
39933	11	15565
36809	10	2299
17007	5	1682
8527	16	11596
6114	14	7644
27835	8	2710
23222	10	21465
33135	10	19013
8528	11	12149
3888	8	18932
23423	10	38224
15333	15	896
16395	7	35750
37407	10	15763
37790	10	29483
24051	8	6715
14532	11	12030
40342	10	17827
33518	15	28070
10174	8	22038
21987	8	17331
9594	8	19205
7168	8	21213
27377	8	10155
25284	10	28794
32173	14	27261
19397	8	26666
7543	7	9844
37602	10	35542
33519	10	2292
9986	7	24665
13090	7	16396
17198	6	22182
35544	14	36267
4704	7	6963
