3967562	1
7248653	2
9756637	3
13233012	4
10705615	5
1113473	6
1814091	7
11311011	8
9437098	9
8108972	10
655378	11
9862345	12
7252378	13
1849221	14
2424128	15
9339512	16
1249294	17
11911274	18
15214419	19
10212501	20
9762101	21
2338592	22
13461951	23
11554175	24
2279819	25
9167505	26
13965274	27
6046692	28
13192025	29
2484975	30
8009834	31
13896100	32
5721990	33
11740414	34
4167759	35
3482405	36
13777344	37
193486	38
4316646	39
8665504	40
10893830	41
10835709	42
12955191	43
2373336	44
10857540	45
1880152	46
179486	47
12155583	48
439343	49
12507670	50
799798	51
2983097	52
8153874	53
2828427	54
2605316	55
9618957	56
1386494	57
12154426	58
8558770	59
12991184	60
1779644	61
7398097	62
13798814	63
7726796	64
3189995	65
69295	66
49003	67
1631072	68
13089902	69
8677801	70
1838326	71
12356668	72
588473	73
46534	74
7093489	75
2024508	76
12803517	77
3002555	78
11075823	79
8678615	80
9477890	81
11890022	82
3358172	83
13895549	84
896803	85
5756203	86
10283663	87
660971	88
8672199	89
14656219	90
8917881	91
13276330	92
6550206	93
10329337	94
2448185	95
8310949	96
5538625	97
12370384	98
1177314	99
4058096	100
7966927	101
8286946	102
2646117	103
1417451	104
5331404	105
5304603	106
2243562	107
11147348	108
988320	109
14064044	110
1384164	111
722232	112
1623706	113
4032	114
9793352	115
7786856	116
4620216	117
2477334	118
1527271	119
3360845	120
4941124	121
12716861	122
7066459	123
8905751	124
14804175	125
6254239	126
2357561	127
2011810	128
12393942	129
1203500	130
9131205	131
2042404	132
1849747	133
9894909	134
11509377	135
599434	136
332445	137
2221454	138
1147950	139
11799520	140
12905817	141
683185	142
10588182	143
1206849	144
12744656	145
1422835	146
14779205	147
670703	148
12466034	149
13763058	150
3696065	151
1282466	152
3491988	153
12231358	154
1484714	155
8573258	156
1098706	157
14120310	158
8041106	159
3085915	160
14123044	161
425451	162
746587	163
5795044	164
2592371	165
11793403	166
15071684	167
2390949	168
7897600	169
10802283	170
11640645	171
2680691	172
2266050	173
5711915	174
4405309	175
14055052	176
898691	177
917651	178
10050432	179
7474645	180
7814203	181
10990733	182
6223468	183
8183046	184
3335600	185
4818700	186
7264925	187
5958427	188
3619396	189
15101586	190
8698126	191
8851034	192
14459422	193
3419014	194
12818742	195
293916	196
5807306	197
1787955	198
15094294	199
7720615	200
4539648	201
4152593	202
3834604	203
678010	204
15213406	205
9828760	206
7328	207
7450055	208
2479896	209
5211044	210
8984010	211
9022831	212
1256600	213
12793015	214
13930385	215
8120384	216
2508078	217
2176747	218
3479397	219
14418662	220
33615	221
875712	222
12104943	223
9615465	224
13396054	225
321148	226
75283	227
5493303	228
8778597	229
2174896	230
4048075	231
40353	232
6714420	233
4200637	234
1535709	235
1906749	236
13726562	237
2612234	238
3925226	239
816556	240
6461077	241
7452699	242
5781347	243
1391933	244
217427	245
2235666	246
2495038	247
1719914	248
14457218	249
7459642	250
9155306	251
8775439	252
12700357	253
208797	254
9988063	255
7357388	256
11313011	257
8402442	258
2175440	259
9614047	260
1174973	261
13548531	262
12449296	263
3156071	264
2640440	265
1831078	266
5630277	267
5660268	268
2685365	269
9185440	270
1897667	271
1069391	272
878052	273
13783581	274
14530061	275
311113	276
1926988	277
11887119	278
4895246	279
1942234	280
12401335	281
3154073	282
12393269	283
2472012	284
5346714	285
6762711	286
8804962	287
827379	288
114052	289
5081300	290
11540000	291
2708711	292
1918803	293
2348182	294
1173660	295
12189987	296
2853218	297
10764296	298
838816	299
8235343	300
8519624	301
3826	302
11920998	303
1652583	304
1648356	305
1582856	306
476965	307
8850741	308
5405554	309
11377712	310
6928839	311
13022538	312
14810704	313
1824575	314
1066433	315
8021785	316
2432291	317
8024408	318
1136519	319
8101410	320
11973159	321
12172364	322
1282888	323
10693459	324
10700517	325
1253277	326
4114069	327
9852826	328
1472251	329
14125466	330
2337545	331
376625	332
10659571	333
2602970	334
1205341	335
4218564	336
13063269	337
1785831	338
7225857	339
302875	340
5410315	341
6544432	342
11634736	343
6665108	344
2949511	345
12964750	346
367768	347
1543426	348
1056554	349
1442591	350
3533486	351
15105268	352
11497586	353
10997553	354
553823	355
3138856	356
6577369	357
9367827	358
12803226	359
3732114	360
3048094	361
13785136	362
1650901	363
2557638	364
2592397	365
806314	366
2194599	367
5604434	368
9996481	369
1537134	370
1475536	371
1374587	372
2627555	373
13235503	374
9292751	375
770151	376
7546465	377
3599761	378
10794014	379
1884974	380
8732116	381
11747468	382
13791389	383
8210982	384
1089778	385
8709038	386
2359775	387
9165146	388
14429985	389
7528212	390
14063633	391
7283608	392
3879116	393
5612067	394
14578104	395
9851876	396
1473346	397
651991	398
740577	399
794367	400
2446660	401
