0.25906935	-1.3379301	-1.1041886	1.1151216	0.7222442	-1.2226626	-1.5151392	0.70718783	-0.23257537	0.26112083
1.6661241	-1.3072294	0.7418766	1.4119881	-1.8952744	1.1065186	-1.8278098	0.19539021	1.0263304	-0.9137082
-1.461123	0.11957329	1.2908642	0.53440106	-0.8833247	1.1544358	-0.13272588	1.7115424	-0.127238	-1.5645001
0.34107873	-1.6113088	0.061524373	1.5175915	1.604215	0.29477042	-1.6412219	-0.47663984	-1.7080371	-1.4351498
0.3459117	-0.33908844	1.461996	-1.5074669	1.026441	1.8444965	-0.77911335	-1.7580969	1.710563	-1.8760654
1.6399249	-1.3618934	0.93775696	0.5108602	1.0637902	0.7521299	-1.022477	-0.10465759	-1.8605202	1.8176689
-0.043722942	-0.957787	0.7703822	-1.5689514	1.6518489	0.9262576	-1.2394795	0.806663	1.0769403	-1.5346597
-1.7816486	-0.85921067	0.5712936	-1.8576941	-0.624112	0.46982846	-0.9311907	1.3059413	0.3096713	0.5831564
1.3587904	0.8606125	0.41080856	1.188084	-0.23048574	1.007149	-0.52202845	-1.1780177	-1.4593635	0.2612937
-0.50955147	-1.4356647	-1.5894916	0.07915616	-0.9792153	-0.09368637	-1.787253	1.2195587	1.5023731	1.6073531
1.8950567	1.2478765	-0.69552	1.3437425	1.5633965	-0.57055306	1.4831754	-0.52035856	-1.0233009	-1.091158
-1.1778237	-0.37749428	-1.4692814	-0.40887594	-0.47107488	0.1976686	-1.4716109	-1.0755873	0.51351404	-0.21360289
0.5737937	-0.65316755	-0.99557924	1.2014036	-0.120193265	-0.563235	0.6404996	0.41656926	-0.186062	0.8232738
0.061600264	1.7184939	-1.5691812	-0.74672157	-1.1627728	-1.2899028	1.2452297	-1.470344	0.35136843	0.6858716
-0.6140131	1.2755799	0.9334912	-1.6614993	-0.02612869	-0.05394466	-1.784962	-1.1363769	0.035630845	-0.17136396
1.3426214	-0.047858648	1.8463641	-1.3845345	-1.3656182	1.83701	1.0611497	0.352295	-0.2048637	-1.547165
