147	2	164
183	1	12
183	1	254
183	1	31
183	1	75
183	1	30
41	1	217
41	1	178
41	1	114
41	1	146
41	1	43
41	1	15
41	1	244
201	2	172
48	1	189
48	1	259
48	1	217
119	2	184
64	2	172
115	2	249
131	2	249
84	2	249
152	1	92
152	1	208
152	1	43
152	1	258
152	1	76
205	2	172
57	1	99
57	1	123
42	1	259
254	2	6
30	2	6
63	2	159
16	2	72
191	2	155
165	2	159
220	2	89
95	2	159
23	1	55
23	1	31
46	2	63
156	1	97
156	1	59
156	1	194
242	1	245
242	1	131
242	1	37
242	1	26
242	1	239
242	1	80
5	1	149
5	1	44
5	1	202
5	1	248
28	2	249
170	2	212
119	2	172
83	2	72
250	1	68
122	2	155
236	2	172
84	2	19
31	2	89
225	2	79
125	2	155
20	2	72
265	1	236
265	1	59
1	2	172
153	2	249
152	2	147
251	2	249
2	2	205
101	2	184
229	1	158
229	1	68
256	1	102
256	1	20
256	1	17
256	1	160
94	1	239
144	2	172
37	2	180
116	1	97
116	1	142
116	1	67
130	2	79
132	2	249
60	1	242
60	1	157
60	1	70
60	1	245
60	1	112
60	1	240
60	1	239
60	1	206
123	2	212
110	2	89
209	2	164
109	1	254
109	1	93
109	1	127
109	1	45
109	1	230
123	2	164
12	2	6
106	1	16
106	1	268
106	1	247
106	1	91
106	1	270
106	1	238
136	2	155
226	2	89
96	2	172
257	2	205
170	1	123
170	1	187
170	1	17
170	1	99
170	1	210
74	2	249
148	2	172
230	2	89
34	2	63
213	1	115
213	1	84
213	1	58
152	2	164
141	2	89
166	2	190
223	2	180
126	2	159
86	2	89
206	2	246
92	1	152
65	2	164
223	2	249
252	1	86
252	1	253
252	1	215
252	1	233
217	1	208
217	1	114
217	1	48
217	1	65
217	1	189
217	1	43
217	1	41
87	2	249
133	2	103
16	1	268
16	1	106
16	1	247
202	2	190
75	2	6
157	2	246
263	2	173
197	2	155
109	2	190
240	1	60
240	1	239
99	2	212
243	2	63
225	2	89
158	2	249
99	2	164
66	2	172
53	2	89
70	2	19
37	2	249
131	2	246
50	2	79
261	2	159
130	2	89
78	1	220
90	2	164
125	1	148
206	1	60
4	2	79
192	2	147
43	1	208
43	1	217
43	1	216
43	1	76
43	1	146
43	1	152
43	1	41
217	2	164
79	2	89
76	2	164
38	2	87
35	2	205
23	2	89
208	1	189
208	1	152
208	1	217
208	1	43
100	1	264
100	1	188
185	1	102
185	1	124
145	2	159
240	2	249
221	2	79
121	2	224
22	2	164
72	2	164
137	2	224
155	2	172
156	2	172
199	2	249
98	2	155
199	2	87
57	2	212
25	1	239
179	2	87
13	2	87
171	2	172
58	2	19
6	2	89
260	2	159
85	1	102
16	2	164
75	1	183
75	1	31
75	1	188
75	1	30
22	2	72
230	2	190
160	2	7
137	1	121
99	1	57
99	1	123
99	1	170
200	2	172
7	2	164
271	2	89
236	2	184
134	2	103
90	2	147
139	2	172
97	1	105
97	1	236
97	1	161
97	1	101
97	1	59
97	1	194
97	1	116
97	1	142
97	1	67
97	1	156
163	2	249
17	2	164
260	2	126
160	1	102
160	1	20
160	1	174
160	1	256
26	1	242
26	1	223
26	1	36
26	1	37
26	1	80
124	2	72
113	2	172
141	1	221
104	2	159
134	2	159
73	2	212
77	2	172
237	1	84
63	2	63
60	2	246
53	1	12
53	1	222
2	2	172
185	2	164
41	2	147
117	2	164
167	2	103
255	1	142
255	1	67
255	1	236
111	2	173
140	2	155
36	1	26
36	1	223
36	1	239
36	1	215
36	1	37
247	2	72
21	2	173
214	2	155
193	2	89
124	1	102
124	1	71
124	1	154
124	1	174
124	1	185
124	1	20
258	1	76
258	1	152
102	2	7
208	2	147
241	2	6
157	1	60
157	1	70
198	2	103
96	2	173
63	2	159
26	2	249
77	2	155
65	1	114
65	1	217
113	1	82
265	2	172
12	2	89
174	2	164
67	1	97
67	1	116
67	1	142
67	1	236
67	1	255
215	2	6
54	2	224
35	2	172
15	1	41
15	1	123
15	1	178
15	1	244
112	1	60
112	1	239
244	2	147
264	2	224
127	2	190
117	2	147
233	1	252
233	1	215
123	1	210
123	1	178
123	1	99
123	1	170
123	1	57
123	1	15
150	1	219
175	2	126
176	2	249
179	1	182
179	1	13
179	1	62
31	1	220
31	1	75
31	1	230
31	1	23
31	1	188
31	1	254
31	1	55
31	1	183
24	2	173
187	2	212
244	1	192
244	1	146
244	1	15
244	1	41
64	2	155
227	2	79
261	2	126
169	2	249
146	1	90
146	1	216
146	1	192
146	1	43
146	1	41
146	1	244
97	2	184
194	2	184
121	1	220
121	1	54
121	1	166
121	1	55
121	1	188
121	1	137
121	1	264
121	1	259
54	2	89
115	1	213
195	1	187
195	1	71
195	1	56
195	1	91
195	1	238
76	1	207
76	1	11
76	1	216
76	1	152
76	1	258
76	1	43
223	1	26
223	1	36
223	1	239
223	1	80
161	2	172
265	2	184
216	1	90
216	1	76
216	1	146
216	1	43
216	1	207
20	1	17
20	1	71
20	1	154
20	1	124
20	1	174
20	1	256
20	1	187
20	1	160
95	2	126
36	2	180
45	1	127
45	1	93
45	1	109
112	2	249
204	2	104
188	1	100
188	1	226
188	1	30
188	1	75
188	1	54
188	1	121
188	1	55
188	1	31
188	1	264
234	2	249
93	2	190
198	2	159
28	1	149
28	1	131
28	1	38
28	1	62
28	1	68
28	1	177
18	2	19
253	2	89
238	2	164
145	2	103
44	1	27
44	1	127
44	1	202
44	1	5
267	2	72
194	1	97
194	1	156
194	1	105
65	2	129
189	1	208
189	1	217
189	1	48
8	2	126
239	2	74
76	2	147
142	2	184
237	2	104
45	2	190
105	1	97
105	1	101
105	1	194
180	2	249
127	1	93
127	1	44
127	1	109
127	1	45
127	1	27
146	2	147
27	2	6
67	2	172
42	2	89
173	2	172
32	2	72
30	1	12
30	1	86
30	1	253
30	1	75
30	1	188
30	1	183
30	1	215
49	1	177
49	1	13
81	1	4
81	1	225
66	2	155
55	1	188
55	1	31
55	1	220
55	1	23
55	1	121
181	2	63
263	1	21
263	1	29
263	1	201
184	2	172
25	2	74
143	2	79
29	1	201
29	1	257
29	1	263
29	1	200
227	2	89
252	2	79
47	2	190
248	2	6
100	2	89
142	1	97
142	1	116
142	1	67
142	1	255
142	1	161
67	2	184
242	2	246
1	2	155
139	2	155
53	2	6
51	2	249
168	2	103
101	2	172
56	1	231
56	1	187
56	1	71
56	1	195
189	2	164
177	2	87
160	2	164
107	2	184
241	1	141
210	2	212
75	2	89
271	2	79
125	2	172
153	1	239
153	1	215
226	2	79
120	2	159
17	2	212
262	2	104
3	2	79
174	1	102
174	1	20
174	1	124
174	1	160
34	2	159
58	2	249
111	1	21
116	2	184
220	2	190
10	2	89
128	2	164
218	2	72
98	2	172
187	1	210
187	1	17
187	1	195
187	1	71
187	1	56
187	1	91
187	1	170
187	1	231
187	1	20
3	2	89
211	2	103
207	2	164
27	1	93
27	1	44
27	1	127
27	1	202
91	1	210
91	1	268
91	1	106
91	1	195
91	1	187
91	1	238
168	2	159
175	2	159
226	1	188
167	2	159
228	2	172
107	2	172
169	1	239
169	1	163
169	1	135
148	2	155
228	2	155
15	2	147
248	2	89
54	1	264
54	1	188
54	1	121
217	2	129
90	1	192
90	1	146
90	1	216
61	2	172
222	2	6
151	2	172
154	2	72
50	2	89
80	1	26
80	1	242
80	1	223
80	1	239
154	1	71
154	1	124
154	1	20
207	2	147
100	2	224
216	2	164
231	1	187
231	1	71
231	1	56
262	2	159
231	2	72
142	2	172
82	2	155
212	2	164
29	2	205
238	1	106
