aruba	1
costa_rica	2
guernsey	3
finland	4
greece	5
eastern_europe	6
southern_africa	7
australia	8
greenland	9
portugal	10
sierra_leone	11
ukraine	12
israel	13
pitcairn_islands	14
nigeria	15
eritrea	16
angola	17
timor-leste	18
south-eastern_asia	19
zambia	20
united_states	21
seychelles	22
liechtenstein	23
bermuda	24
macau	25
uzbekistan	26
kosovo	27
iraq	28
guatemala	29
poland	30
austria	31
mauritius	32
fiji	33
marshall_islands	34
nicaragua	35
kazakhstan	36
turkmenistan	37
kuwait	38
anguilla	39
saint_kitts_and_nevis	40
niger	41
gibraltar	42
mali	43
albania	44
bosnia_and_herzegovina	45
guam	46
malta	47
morocco	48
lebanon	49
faroe_islands	50
japan	51
san_marino	52
moldova	53
luxembourg	54
switzerland	55
rwanda	56
equatorial_guinea	57
thailand	58
colombia	59
india	60
montserrat	61
jordan	62
micronesia	63
saint_vincent_and_the_grenadines	64
tunisia	65
cayman_islands	66
bolivia	67
saudi_arabia	68
tokelau	69
myanmar	70
tanzania	71
eastern_africa	72
são_tomé_and_príncipe	73
eastern_asia	74
czechia	75
guinea	76
martinique	77
vatican_city	78
northern_europe	79
tajikistan	80
sweden	81
dominican_republic	82
mayotte	83
indonesia	84
lesotho	85
belarus	86
western_asia	87
bahrain	88
europe	89
ghana	90
south_sudan	91
gambia	92
serbia	93
hong_kong	94
new_zealand	95
saint_pierre_and_miquelon	96
brazil	97
jamaica	98
gabon	99
netherlands	100
french_guiana	101
south_africa	102
polynesia	103
melanesia	104
suriname	105
ethiopia	106
south_georgia	107
cook_islands	108
croatia	109
Åland_islands	110
canada	111
nepal	112
haiti	113
libya	114
brunei	115
paraguay	116
cape_verde	117
nauru	118
falkland_islands	119
vanuatu	120
france	121
british_virgin_islands	122
cameroon	123
mozambique	124
saint_martin	125
australia_and_new_zealand	126
montenegro	127
madagascar	128
northern_africa	129
iceland	130
iran	131
azerbaijan	132
niue	133
samoa	134
laos	135
antigua_and_barbuda	136
monaco	137
united_states_virgin_islands	138
dominica	139
grenada	140
united_kingdom	141
argentina	142
svalbard_and_jan_mayen	143
guadeloupe	144
wallis_and_futuna	145
burkina_faso	146
western_africa	147
sint_maarten	148
turkey	149
south_korea	150
bahamas	151
senegal	152
mongolia	153
malawi	154
caribbean	155
venezuela	156
bangladesh	157
oman	158
oceania	159
botswana	160
uruguay	161
trinidad_and_tobago	162
cambodia	163
africa	164
kiribati	165
andorra	166
tonga	167
french_polynesia	168
vietnam	169
republic_of_the_congo	170
puerto_rico	171
americas	172
northern_america	173
zimbabwe	174
norfolk_island	175
singapore	176
syria	177
chad	178
palestine	179
central_asia	180
northern_mariana_islands	181
egypt	182
slovakia	183
south_america	184
swaziland	185
armenia	186
dr_congo	187
germany	188
western_sahara	189
southern_europe	190
barbados	191
togo	192
central_europe	193
guyana	194
uganda	195
cuba	196
saint_lucia	197
tuvalu	198
united_arab_emirates	199
el_salvador	200
belize	201
macedonia	202
panama	203
solomon_islands	204
central_america	205
sri_lanka	206
liberia	207
mauritania	208
british_indian_ocean_territory	209
central_african_republic	210
american_samoa	211
middle_africa	212
malaysia	213
saint_barthélemy	214
russia	215
ivory_coast	216
algeria	217
réunion	218
north_korea	219
italy	220
ireland	221
romania	222
kyrgyzstan	223
western_europe	224
norway	225
denmark	226
isle_of_man	227
turks_and_caicos_islands	228
yemen	229
slovenia	230
burundi	231
georgia	232
estonia	233
philippines	234
maldives	235
peru	236
papua_new_guinea	237
kenya	238
china	239
bhutan	240
cyprus	241
afghanistan	242
palau	243
benin	244
pakistan	245
southern_asia	246
djibouti	247
bulgaria	248
asia	249
qatar	250
taiwan	251
latvia	252
lithuania	253
hungary	254
chile	255
namibia	256
honduras	257
guinea-bissau	258
spain	259
cocos_keeling_islands	260
christmas_island	261
new_caledonia	262
mexico	263
belgium	264
ecuador	265
united_states_minor_outlying_islands	266
comoros	267
sudan	268
curaçao	269
somalia	270
jersey	271
